fdc_id,data_type,description,food_category_id,publication_date
2710833,foundation_food,"Mango, Tommy Atkins, peeled, raw",9,2024-10-31
2710834,foundation_food,"Mango, Ataulfo, peeled, raw",9,2024-10-31
2710835,foundation_food,"Corn flour, masa harina, white or yellow, dry, raw",20,2024-10-31
2710836,foundation_food,"Pear, Anjou, green, with skin, raw",9,2024-10-31
2710837,foundation_food,"Plum, black, with skin, raw",9,2024-10-31
2710838,foundation_food,"Rice, red, unenriched, dry, raw",20,2024-10-31
2710839,foundation_food,"Sorghum bran, white, unenriched, dry, raw",20,2024-10-31
2710840,foundation_food,"Sorghum flour, white, pearled, unenriched, dry, raw",20,2024-10-31
2710841,foundation_food,"Sorghum grain, white, pearled, unenriched, dry, raw",20,2024-10-31
2710842,foundation_food,"Sorghum, whole grain, white, dry, raw",20,2024-10-31
2710843,foundation_food,"Plantains, overripe, raw",9,2024-10-31
2727566,foundation_food,"Chicken, drumstick, meat and skin, raw",5,2025-04-24
2727567,foundation_food,"Chicken, thigh, meat and skin, raw",5,2025-04-24
2727568,foundation_food,"Chicken, wing, meat and skin, raw",5,2025-04-24
2727569,foundation_food,"Chicken, breast, meat and skin, raw",5,2025-04-24
2727570,foundation_food,"Lamb, ground, raw",17,2025-04-24
2727571,foundation_food,"Bison, ground, raw",17,2025-04-24
2727572,foundation_food,"Beef, short loin (NY strip steak), raw",13,2025-04-24
2727573,foundation_food,"Beef, tenderloin steak, raw",13,2025-04-24
2727574,foundation_food,"Beef, top sirloin steak, raw",13,2025-04-24
2727575,foundation_food,"Pork, chop, center cut, raw",10,2025-04-24
2727576,foundation_food,"Pork, belly, with skin, raw",10,2025-04-24
2727577,foundation_food,"Pawpaw, peeled, seeded, raw",9,2025-04-24
2727578,foundation_food,"Squash, pie pumpkin, peeled, seeded, raw",11,2025-04-24
2727579,foundation_food,"Squash, spaghetti, peeled, seeded, raw",11,2025-04-24
2727580,foundation_food,"Rutabaga, peeled, raw",11,2025-04-24
2727581,foundation_food,"Blackberries, raw",9,2025-04-24
2727582,foundation_food,"Tomatillos, dehusked, raw",11,2025-04-24
2727583,foundation_food,"Cabbage, napa, leaf, destemmed, raw",11,2025-04-24
2727584,foundation_food,"Leeks, bulb and greens, root removed, raw",11,2025-04-24
2727585,foundation_food,"Green onion, (scallion), bulb and greens, root removed, raw",11,2025-04-24
2727586,foundation_food,"Shallots, bulb, peeled, root removed, raw",11,2025-04-24
2727587,foundation_food,"Juice, prune, shelf-stable",9,2025-04-24
2727588,foundation_food,"Juice, pomegranate, from concentrate, shelf-stable",9,2025-04-24
2727589,foundation_food,"Juice, tart cherry, from concentrate, shelf-stable",9,2025-04-24
